epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,25.935,1.17865,1.37124,1.06259,0.30617,0.41543,0.35154,0.23833,1.24986,1.67641,1.06655,0.000594031,0.000594031,0.000594031
37,26.5826,1.15125,1.39598,1.07408,0.3095,0.41123,0.36577,0.26416,1.12248,1.51246,1.02687,0.000585032,0.000585032,0.000585032
38,27.2556,1.13146,1.56848,1.0819,0.2385,0.47278,0.35335,0.25689,1.01513,1.47953,0.99335,0.000576033,0.000576033,0.000576033
39,27.9217,1.09712,1.36483,1.04633,0.22029,0.30611,0.35048,0.24485,1.0936,1.54132,1.01839,0.000567034,0.000567034,0.000567034
40,28.6277,1.0383,1.34279,1.02,0.85171,0.24128,0.33484,0.22309,1.19563,1.55803,1.04724,0.000558035,0.000558035,0.000558035
41,29.2959,1.13884,1.42065,1.01933,0.54733,0.29072,0.34287,0.22989,1.10361,1.49257,1.02002,0.000549036,0.000549036,0.000549036
42,29.984,1.04296,1.4084,1.02166,0.82222,0.26744,0.40435,0.26634,1.05121,1.39774,0.99141,0.000540037,0.000540037,0.000540037
43,30.7496,1.00841,1.34648,0.99585,0.90246,0.26447,0.40607,0.26409,1.06153,1.41179,0.99407,0.000531038,0.000531038,0.000531038
44,31.4678,1.05414,1.32545,1.07265,0.88769,0.2622,0.42961,0.29678,1.01876,1.43109,0.98104,0.000522039,0.000522039,0.000522039
45,32.1364,1.06167,1.40371,1.04051,0.80518,0.28331,0.37685,0.26858,0.99702,1.44024,0.98435,0.00051304,0.00051304,0.00051304
46,32.8911,1.09914,1.31732,1.05488,0.83825,0.26563,0.39468,0.27258,1.04551,1.49952,1.00253,0.00050404,0.00050404,0.00050404
47,33.5717,1.07784,1.31473,1.01521,0.28399,0.50375,0.41432,0.29604,1.04949,1.53132,0.99813,0.000495041,0.000495041,0.000495041
48,34.2614,1.03258,1.29215,1.00076,0.29876,0.5157,0.39043,0.26776,1.04341,1.48084,0.99314,0.000486042,0.000486042,0.000486042
49,34.9574,0.99566,1.29864,0.98627,0.34739,0.52016,0.41491,0.28801,1.04545,1.453,0.99596,0.000477043,0.000477043,0.000477043
50,35.7018,1.08435,1.20645,1.06819,0.36121,0.4529,0.40993,0.27732,1.04665,1.45186,0.99683,0.000468044,0.000468044,0.000468044
51,36.3579,1.04389,1.37152,1.01978,0.35315,0.46136,0.40746,0.27147,1.0444,1.44314,0.9884,0.000459045,0.000459045,0.000459045
52,37.0778,1.00036,1.17314,0.96969,0.27717,0.28551,0.37381,0.26231,1.06141,1.4652,0.99135,0.000450046,0.000450046,0.000450046
53,37.8083,1.02329,1.23699,0.97874,0.32756,0.4566,0.36362,0.25216,1.05338,1.51316,0.99403,0.000441047,0.000441047,0.000441047
54,38.4818,1.17757,1.29283,1.05267,0.30071,0.45994,0.37089,0.25246,0.99531,1.45877,0.9934,0.000432048,0.000432048,0.000432048
55,39.2331,1.08222,1.40013,1.09038,0.33707,0.48533,0.36611,0.24925,0.98259,1.46895,0.99279,0.000423049,0.000423049,0.000423049
56,39.8963,1.05204,1.20969,1.00602,0.31123,0.46606,0.34455,0.23805,0.97451,1.48632,0.98586,0.000414049,0.000414049,0.000414049
57,40.5681,1.01422,1.19533,1.02244,0.30494,0.4211,0.35831,0.25492,0.99033,1.46703,0.97961,0.00040505,0.00040505,0.00040505
58,41.2409,0.97273,1.11432,0.97089,0.35033,0.33119,0.36531,0.25857,1.01936,1.46309,0.98319,0.000396051,0.000396051,0.000396051
59,41.9961,0.97316,1.20116,0.99488,0.30401,0.35248,0.37725,0.26263,0.97802,1.43428,0.9724,0.000387052,0.000387052,0.000387052
60,42.7611,1.03094,1.23865,1.03821,0.3288,0.38149,0.38516,0.27159,0.96646,1.43136,0.98267,0.000378053,0.000378053,0.000378053
61,43.5284,0.99628,1.07255,0.96461,0.52921,0.35772,0.38852,0.26446,0.98435,1.4327,1.00281,0.000369054,0.000369054,0.000369054
62,44.2385,0.93011,1.03953,0.97216,0.41363,0.35662,0.40871,0.27075,1.01667,1.41793,0.98099,0.000360055,0.000360055,0.000360055
63,45.0189,0.95414,1.1594,0.97402,0.36249,0.39433,0.40718,0.27967,1.04591,1.42616,0.98687,0.000351056,0.000351056,0.000351056
64,45.7175,0.96325,1.01687,0.97684,0.40588,0.50092,0.41079,0.28392,1.0692,1.41404,0.99967,0.000342057,0.000342057,0.000342057
65,46.4116,0.94184,1.15229,1.00539,0.41182,0.50733,0.40688,0.27616,1.06664,1.39178,1.00283,0.000333058,0.000333058,0.000333058
66,47.1872,0.99757,1.10677,0.99551,0.84116,0.26592,0.37332,0.25168,1.01215,1.37134,0.998,0.000324058,0.000324058,0.000324058
67,47.8973,0.97738,1.14624,1.01365,0.8044,0.2757,0.35646,0.24178,1.01319,1.39095,1.0001,0.000315059,0.000315059,0.000315059
68,48.581,0.90729,0.97966,0.98891,0.8148,0.27367,0.35637,0.24898,1.02126,1.37393,1.00084,0.00030606,0.00030606,0.00030606
69,49.3507,0.90485,1.01234,1.01808,0.8312,0.26953,0.35107,0.25016,1.01094,1.37196,0.99526,0.000297061,0.000297061,0.000297061
70,50.0718,0.98177,1.04988,0.97931,0.65295,0.26953,0.35529,0.2621,0.97025,1.36462,0.98997,0.000288062,0.000288062,0.000288062
71,50.8728,0.87858,1.05499,0.98211,0.39733,0.30463,0.36108,0.26583,0.96454,1.36452,0.98689,0.000279063,0.000279063,0.000279063
72,51.5931,0.89843,1.03809,1.0237,0.27306,0.47634,0.35016,0.25892,0.97643,1.4134,0.9859,0.000270064,0.000270064,0.000270064
73,52.2732,0.89625,1.08995,0.99534,0.2706,0.48249,0.34764,0.24896,1.01473,1.46224,0.98524,0.000261065,0.000261065,0.000261065
74,52.9606,0.903,1.09381,0.97899,0.36516,0.44513,0.35151,0.25521,1.0201,1.50126,0.98208,0.000252066,0.000252066,0.000252066
75,53.8118,0.92366,1.14237,1.01447,0.34012,0.43048,0.34365,0.24773,1.01421,1.49386,0.97491,0.000243067,0.000243067,0.000243067
76,54.5581,0.9447,1.11029,1.00417,0.74771,0.28639,0.34455,0.24885,1.02881,1.47633,0.9826,0.000234068,0.000234068,0.000234068
77,55.3647,0.89624,1.05935,0.97057,0.77002,0.28409,0.34777,0.24546,1.05261,1.46863,0.98632,0.000225068,0.000225068,0.000225068
78,56.0611,0.97557,1.03506,0.98648,0.76139,0.28344,0.34766,0.23905,1.06736,1.47938,0.99555,0.000216069,0.000216069,0.000216069
79,56.8761,0.83942,0.93277,0.97312,0.77673,0.28959,0.35891,0.24861,1.08215,1.4554,0.9982,0.00020707,0.00020707,0.00020707
80,57.5348,0.89109,1.00421,1.01154,0.77814,0.28959,0.37555,0.25856,1.06772,1.39937,0.99356,0.000198071,0.000198071,0.000198071
81,58.2806,0.86704,0.96359,0.95973,0.36215,0.36804,0.37953,0.25134,1.05229,1.35122,0.99972,0.000189072,0.000189072,0.000189072
82,59.0216,0.87104,0.95238,0.95979,0.32486,0.3502,0.38235,0.25509,1.03662,1.32428,1.01004,0.000180073,0.000180073,0.000180073
83,59.7493,0.94093,0.98851,1.02209,0.32445,0.3404,0.37111,0.24584,1.04068,1.35017,1.0123,0.000171074,0.000171074,0.000171074
84,60.4688,0.9534,1.05461,1.02136,0.65944,0.27506,0.36121,0.24018,1.04196,1.38014,1.01954,0.000162075,0.000162075,0.000162075
85,61.1204,0.84629,1.08272,0.98313,0.79291,0.27052,0.35197,0.23318,1.03999,1.41918,1.01563,0.000153076,0.000153076,0.000153076
86,61.786,0.85271,0.97773,0.92977,0.76922,0.268,0.35334,0.23002,1.03545,1.47547,0.99998,0.000144077,0.000144077,0.000144077
87,62.5624,0.90028,1.016,0.96752,0.77452,0.26598,0.35983,0.2315,1.01742,1.47463,0.99193,0.000135077,0.000135077,0.000135077
88,63.2109,0.93761,1.09546,0.966,0.81108,0.26821,0.37442,0.23939,0.99904,1.49001,0.98776,0.000126078,0.000126078,0.000126078
89,63.8718,0.80933,0.9708,0.96268,0.30893,0.31078,0.38085,0.24519,0.98679,1.49182,0.98677,0.000117079,0.000117079,0.000117079
90,64.6703,0.8316,1.0321,0.97417,0.34506,0.3436,0.40283,0.25922,0.96599,1.51803,0.98982,0.00010808,0.00010808,0.00010808
91,88.0517,0.89743,1.06535,0.9181,0.36143,0.36143,0.39955,0.26155,0.95929,1.52693,0.98818,9.9081e-05,9.9081e-05,9.9081e-05
92,88.6987,0.9046,1.12497,1.02722,0.80557,0.2736,0.39796,0.25643,0.96964,1.55188,0.98504,9.00819e-05,9.00819e-05,9.00819e-05
93,89.3478,0.86411,0.98553,1.01523,0.8012,0.27362,0.39499,0.25604,0.98233,1.54766,0.98588,8.10828e-05,8.10828e-05,8.10828e-05
94,90.0028,0.89736,1.02277,0.98403,0.80743,0.27297,0.38208,0.2524,0.99374,1.55188,0.98393,7.20837e-05,7.20837e-05,7.20837e-05
95,90.6568,0.87152,1.00469,0.95361,0.82233,0.27446,0.37712,0.25149,0.9872,1.5453,0.98313,6.30846e-05,6.30846e-05,6.30846e-05
96,91.2957,0.83483,0.9559,0.92619,0.83191,0.27425,0.3736,0.25007,0.99058,1.53664,0.98635,5.40855e-05,5.40855e-05,5.40855e-05
97,91.9363,0.87677,0.96347,0.91622,0.83215,0.27523,0.36849,0.25166,0.98957,1.54456,0.98678,4.50864e-05,4.50864e-05,4.50864e-05
98,92.5911,0.74655,0.94234,0.9031,0.82834,0.28342,0.35563,0.23886,0.98327,1.51409,0.98728,3.60873e-05,3.60873e-05,3.60873e-05
99,93.2361,0.83866,1.06034,0.93713,0.82612,0.28342,0.35128,0.238,0.98017,1.53943,0.98818,2.70882e-05,2.70882e-05,2.70882e-05
100,93.8732,0.71635,1.05681,0.91272,0.82388,0.28342,0.34957,0.23391,0.98452,1.5289,0.98981,1.80891e-05,1.80891e-05,1.80891e-05
